21.6826, 9.6077
21.2484, 9.1997
21.5705, 9.5024
22.2103, 10.1036
20.9196, 8.8907
21.9620, 9.8702
20.9621, 8.9307
21.1846, 9.1397
21.6679, 9.5939
21.7011, 9.6250
21.2018, 9.1558
21.5610, 9.4934
21.5272, 9.4617
21.8513, 9.7662
20.7084, 8.6922
21.4473, 9.3865
22.4021, 10.2838
21.0293, 8.9938
22.0961, 9.9963
21.2405, 9.1923
22.5793, 10.4503
21.6397, 9.5674
21.7701, 9.6899
21.0283, 8.9928
22.2271, 10.1194
22.0397, 9.9433
21.6873, 9.6121
21.5474, 9.4806
21.5333, 9.4674
20.8592, 8.8339
21.8128, 9.7300
20.5754, 8.5672
22.0173, 9.9222
21.4779, 9.4153
21.7575, 9.6781
21.4176, 9.3586
21.8706, 9.7844
22.5299, 10.4039
22.4633, 10.3414
22.6874, 10.5519
21.3447, 9.2901
22.1512, 10.0481
21.5233, 9.4580
21.1374, 9.0953
21.8984, 9.8105
21.4635, 9.4018
21.7926, 9.7110
22.4209, 10.3015
21.7271, 9.6495
22.2566, 10.1470
14.9219, 25.0168
13.8912, 23.1998
15.7686, 22.1583
14.0340, 25.2391
13.4151, 24.8771
14.8967, 26.7557
14.8897, 25.0631
14.5124, 24.7189
16.8997, 25.0782
14.4644, 24.4154
13.2827, 23.3364
13.9262, 22.4688
14.6559, 25.1643
15.5483, 24.3990
14.7137, 24.8820
14.6884, 23.1040
12.9041, 24.1494
14.4735, 26.1864
13.4836, 23.9283
12.3787, 22.6841
13.8441, 24.3062
13.2805, 22.0243
13.8279, 24.3510
14.2269, 22.8962
15.8077, 23.5514
13.9391, 24.9509
14.5550, 25.1849
13.9779, 22.0288
13.9576, 24.8149
15.1026, 25.1749
14.6852, 25.0325
13.8744, 23.1658
14.2658, 24.2578
13.8419, 24.2470
14.0061, 24.5019
13.4568, 22.4413
14.8351, 23.8937
15.0198, 26.0225
15.1032, 23.2451
14.9686, 24.0097
12.2141, 23.9491
13.4664, 24.4500
14.1917, 23.5618
12.9712, 24.3592
12.9281, 21.2239
15.5943, 23.1703
15.8194, 24.2170
14.0674, 24.8535
14.7583, 23.6010
15.5050, 25.3163
29.3704, 28.0409
29.7546, 28.1135
29.4335, 28.0529
28.4636, 27.8698
28.2395, 27.8276
29.3756, 28.0419
29.9629, 28.1528
30.7329, 28.2980
29.9804, 28.1561
29.9062, 28.1421
28.1910, 27.8184
29.5979, 28.0839
30.0234, 28.1642
30.0577, 28.1706
28.8419, 27.9412
30.0822, 28.1753
29.4018, 28.0469
30.0293, 28.1653
29.9724, 28.1545
28.6346, 27.9021
30.9017, 28.3299
31.3814, 28.4204
28.5637, 27.8887
29.1501, 27.9994
30.0706, 28.1731
29.6792, 28.0992
29.3991, 28.0464
29.5408, 28.0731
28.3695, 27.8521
30.2742, 28.2115
29.8784, 28.1368
29.1974, 28.0083
29.3677, 28.0404
30.5499, 28.2635
29.9759, 28.1552
30.8542, 28.3210
29.1338, 27.9963
27.4638, 27.6812
30.4361, 28.2421
31.0880, 28.3651
30.3727, 28.2301
29.7153, 28.1060
29.5604, 28.0768
27.8956, 27.7627
29.7875, 28.1197
29.4277, 28.0518
28.8309, 27.9391
28.5359, 27.8835
29.8662, 28.1345
28.4756, 27.8721
